tamanho,banheiros,quartos,preco
0.8229,1.0,0.3333,0.595826
0.5743,0.6,0.6667,0.469218
0.2657,1.0,0.5,0.239942
0.8629,1.0,0.1667,0.628353
0.5714,1.0,0.3333,0.415919
0.1771,1.0,0.8333,0.205391
0.44,0.4,1.0,0.353484
0.5029,1.0,0.5,0.407384
0.2143,0.8,1.0,0.195225
0.8257,0.4,0.5,0.632432
0.9286,0.8,0.1667,0.688515
0.6057,0.2,0.6667,0.443149
0.7657,1.0,0.5,0.6048
0.6771,0.2,0.5,0.484146
0.9686,1.0,0.5,0.701634
0.6171,0.4,1.0,0.49494
0.1857,1.0,0.6667,0.18417
0.8914,0.2,0.3333,0.63739
0.7714,0.8,1.0,0.604173
0.88,0.6,0.1667,0.637674
0.96,0.2,1.0,0.718624
0.3543,0.2,0.8333,0.284459
0.2686,1.0,0.1667,0.209689
0.8857,0.2,1.0,0.68316
0.16,0.4,0.1667,0.148005
0.5257,0.2,0.1667,0.375063
0.3429,0.4,0.5,0.273745
0.56,0.6,0.1667,0.393607
0.5029,0.8,0.3333,0.385622
0.5829,0.8,0.8333,0.445667
0.9943,0.8,0.5,0.714072
0.2743,0.8,0.5,0.24591
0.56,0.4,0.3333,0.397519
0.74,0.8,0.6667,0.585335
0.5143,0.4,0.6667,0.402983
0.6029,0.2,0.3333,0.425967
0.7057,0.2,0.8333,0.543147
0.92,0.2,0.8333,0.701381
0.7857,0.2,0.3333,0.573541
0.1257,0.4,0.5,0.102194
0.9571,0.8,0.8333,0.735961
0.1714,0.2,0.6667,0.130694
0.9086,0.8,0.6667,0.707851
0.9143,0.2,0.5,0.658322
0.72,0.8,0.3333,0.55571
0.7086,0.8,0.6667,0.560793
0.32,0.6,0.6667,0.285363
0.9286,0.2,0.5,0.694837
0.54,0.6,0.3333,0.395925
0.4371,0.2,0.1667,0.308558
0.3571,1.0,0.6667,0.329966
0.2514,0.2,0.5,0.210704
0.2829,0.4,0.8333,0.262163
0.8686,1.0,1.0,0.68837
0.3086,0.2,0.3333,0.227035
0.7629,1.0,0.1667,0.590809
0.4971,1.0,0.6667,0.402469
0.4829,0.6,1.0,0.382215
0.6714,0.4,1.0,0.521161
0.3343,0.2,1.0,0.28437
0.7657,0.4,0.5,0.560377
0.8343,0.4,0.5,0.610646
0.62,0.8,0.5,0.494557
0.1943,0.4,0.6667,0.199346
0.6257,0.4,0.8333,0.461253
0.6,0.2,0.6667,0.46588
0.3943,0.6,1.0,0.323965
0.24,0.8,0.5,0.201768
0.7429,0.4,0.3333,0.532528
0.7629,0.8,0.6667,0.585268
0.9914,0.2,0.5,0.718821
0.4743,0.4,1.0,0.390854
0.4314,0.4,0.1667,0.295772
0.5086,1.0,0.8333,0.412599
0.9714,0.4,0.8333,0.710844
0.1657,0.4,0.6667,0.142355
0.1914,0.6,0.5,0.146804
0.1086,0.2,0.5,0.103599
0.6,0.2,0.3333,0.418686
0.6429,1.0,0.5,0.513682
0.3486,0.6,0.5,0.2583
0.8314,1.0,0.5,0.63759
0.9971,0.6,0.1667,0.72743
0.62,1.0,0.5,0.489946
0.2257,0.6,0.6667,0.183444
0.1943,1.0,0.5,0.179913
0.9171,0.8,0.5,0.684469
0.2029,0.6,0.3333,0.193936
0.6514,0.6,0.3333,0.480832
0.6771,1.0,0.3333,0.495487
0.3286,0.2,0.8333,0.252921
0.3857,0.2,0.3333,0.289764
0.3543,1.0,0.8333,0.309148
0.3971,0.6,0.8333,0.340909
0.8314,1.0,1.0,0.64133
0.5257,0.6,1.0,0.413484
0.1943,1.0,0.1667,0.170429
0.1714,0.2,0.5,0.171536
0.58,1.0,0.1667,0.440495
0.22,0.6,0.5,0.20471
0.3029,0.2,0.3333,0.252343
0.8,0.2,0.5,0.588798
0.2371,0.4,0.5,0.177117
0.4257,0.8,1.0,0.387864
0.1286,0.2,0.1667,0.117449
0.9143,0.6,0.1667,0.668915
0.2429,0.6,0.6667,0.196549
0.6286,1.0,0.3333,0.489567
0.3857,0.8,0.6667,0.318953
0.5371,0.2,0.6667,0.413343
0.7371,1.0,1.0,0.608954
0.1686,1.0,0.8333,0.161821
0.9857,0.2,1.0,0.735938
0.3971,0.4,0.5,0.310052
0.6629,0.2,0.3333,0.501644
0.3029,0.6,0.3333,0.229744
0.4057,0.6,0.5,0.313769
0.6086,0.2,1.0,0.471253
0.5029,0.4,0.3333,0.370105
0.6314,0.6,0.8333,0.514537
0.4457,0.4,0.5,0.355947
0.4486,0.4,0.8333,0.354401
0.8857,0.2,0.5,0.657312
0.1257,0.2,0.6667,0.102105
0.3257,0.4,1.0,0.274284
0.72,0.4,0.1667,0.525023
0.1514,0.2,0.6667,0.152292
0.36,0.8,0.6667,0.319553
0.6771,0.2,0.3333,0.49441
0.5,0.6,0.5,0.371412
0.1543,0.4,0.3333,0.120421
0.2314,1.0,1.0,0.244311
0.5371,0.2,0.1667,0.402369
0.0857,1.0,0.1667,0.115712
0.5971,1.0,0.6667,0.473928
0.8714,0.6,0.5,0.652613
0.46,1.0,0.8333,0.383736
0.1714,0.6,0.6667,0.1863
0.8029,0.2,0.1667,0.562659
0.3286,0.4,1.0,0.285282
0.1943,0.2,0.1667,0.128503
0.6543,1.0,0.5,0.497262
0.2371,0.8,0.1667,0.218323
0.3514,0.8,0.8333,0.30338
0.4457,0.4,1.0,0.35338
0.8629,1.0,0.1667,0.660053
0.9143,1.0,1.0,0.711955
0.7,0.2,0.6667,0.533606
0.2829,0.6,0.8333,0.23229
0.32,0.8,0.6667,0.257765
0.2371,0.8,0.3333,0.196164
0.1514,0.4,0.6667,0.123599
0.2743,0.6,0.8333,0.263942
0.1686,0.6,0.8333,0.174614
0.3,0.4,1.0,0.289855
0.3,0.6,0.3333,0.227551
0.6914,0.2,0.3333,0.479944
0.8657,0.4,1.0,0.659836
0.1314,1.0,1.0,0.143982
0.8143,1.0,0.5,0.638431
0.6857,0.2,0.5,0.517003
0.8114,1.0,0.6667,0.615601
0.6514,0.2,1.0,0.511185
0.5314,0.4,0.6667,0.423698
0.1657,1.0,0.8333,0.183094
0.72,0.4,0.1667,0.543624
0.8943,0.8,0.1667,0.642969
0.9286,1.0,0.6667,0.719059
0.4286,1.0,0.6667,0.344187
0.6657,0.8,0.1667,0.47671
0.2743,0.6,0.8333,0.244355
0.2429,0.4,0.1667,0.212396
0.9257,0.2,1.0,0.722782
0.9857,0.6,0.1667,0.696449
0.9971,0.4,0.1667,0.738938
0.6486,0.8,0.1667,0.493146
0.4171,1.0,0.1667,0.312067
0.8114,0.4,0.6667,0.592415
0.9114,1.0,1.0,0.687793
0.9086,0.8,0.3333,0.679932
0.74,0.4,0.8333,0.566491
0.4086,1.0,1.0,0.36749
0.8343,0.2,0.5,0.599504
0.3343,1.0,0.5,0.278728
0.16,0.2,0.3333,0.132523
0.1943,0.6,0.3333,0.167768
0.8057,1.0,1.0,0.628199
0.5457,0.6,0.1667,0.386952
0.4114,0.2,0.8333,0.311931
0.8229,0.6,0.3333,0.614421
0.4971,0.6,0.3333,0.359547
0.28,0.8,0.1667,0.218602
0.5886,0.8,0.8333,0.462444
0.1943,0.8,0.5,0.154336
0.5714,0.4,0.3333,0.441227
0.8286,0.4,0.5,0.630704
0.8886,1.0,0.6667,0.695002
0.4371,0.2,0.1667,0.318563
0.3429,0.4,0.8333,0.265568
0.5257,0.8,1.0,0.430652
0.1086,1.0,0.8333,0.145126
0.4057,0.2,0.1667,0.294246
0.1429,0.2,0.3333,0.122149
0.32,1.0,0.1667,0.233989
0.1829,1.0,0.6667,0.190138
0.1629,0.2,0.1667,0.149137
0.66,0.4,0.3333,0.496713
0.4314,0.2,0.8333,0.361651
0.78,0.2,1.0,0.586825
0.7629,0.2,0.5,0.548495
0.2657,0.6,0.6667,0.221233
0.2086,0.6,0.3333,0.173495
0.8971,1.0,0.6667,0.669991
0.3743,0.8,0.5,0.284661
0.6543,0.8,0.5,0.520914
0.9543,0.6,0.5,0.695559
0.4371,1.0,0.3333,0.357052
0.3743,0.8,0.3333,0.292201
0.5943,1.0,0.5,0.451075
0.5057,0.4,0.1667,0.391109
0.2429,0.2,0.3333,0.189492
0.96,0.2,1.0,0.745992
0.1114,0.2,0.6667,0.103601
0.6229,0.2,0.3333,0.45698
0.6343,0.2,0.8333,0.4972
0.8,0.8,0.6667,0.59324
0.3657,0.8,1.0,0.299671
0.6771,0.8,0.6667,0.533168
0.72,0.6,0.6667,0.541308
0.9914,0.6,0.8333,0.757636
0.7914,0.2,1.0,0.608301
0.4743,0.2,0.8333,0.389298
0.32,1.0,0.5,0.278035
0.6543,0.2,0.6667,0.510076
0.6429,0.2,0.5,0.484677
0.6771,1.0,0.6667,0.536052
0.8486,0.2,0.6667,0.639281
0.3257,0.4,1.0,0.305843
0.8429,0.6,0.3333,0.616212
0.8343,0.4,0.8333,0.641983
0.6829,0.2,1.0,0.533549
0.1457,0.6,0.5,0.137318
0.6286,0.4,0.1667,0.472813
0.26,0.2,0.8333,0.239855
0.5371,1.0,0.6667,0.428069
0.3486,0.4,0.1667,0.283842
0.6143,0.6,0.8333,0.484177
0.1629,0.4,0.1667,0.142252
0.5371,0.6,0.5,0.399563
0.6914,0.6,0.6667,0.514134
0.3914,1.0,0.1667,0.324035
0.6171,1.0,0.3333,0.45463
0.9286,0.2,0.3333,0.653274
0.5829,0.4,0.3333,0.417974
0.6743,0.4,0.5,0.502385
0.58,0.2,0.8333,0.428866
0.7057,0.4,0.6667,0.535616
0.4314,0.4,0.5,0.349011
0.7286,0.2,0.1667,0.497856
0.3886,0.2,0.5,0.317677
0.6086,1.0,0.3333,0.490721
1.0,0.6,0.1667,0.741789
0.5886,1.0,0.6667,0.482503
0.7029,0.6,1.0,0.565447
0.5971,1.0,1.0,0.481131
0.6057,0.8,0.1667,0.472132
0.7571,0.6,0.3333,0.578384
0.4343,0.8,0.5,0.367806
0.2486,0.4,0.6667,0.224543
0.3857,1.0,0.8333,0.329192
0.6286,0.6,0.3333,0.484503
0.0857,0.4,0.5,0.084359
0.1229,0.2,1.0,0.13323
0.8314,0.2,0.6667,0.621178
0.6429,0.6,0.6667,0.481944
0.9286,0.4,0.5,0.660377
1.0,0.8,0.6667,0.741262
0.1657,1.0,0.6667,0.193051
0.0943,0.8,0.5,0.093313
0.8457,1.0,0.5,0.624293
0.4543,1.0,1.0,0.365791
0.4543,1.0,0.6667,0.367284
0.6943,0.8,0.6667,0.539959
0.3886,1.0,0.6667,0.337743
0.6229,0.2,0.1667,0.471048
0.8657,0.4,1.0,0.652428
0.0914,0.8,0.3333,0.1103
0.9457,1.0,0.5,0.707534
0.9914,0.4,0.1667,0.718657
0.6886,0.6,0.6667,0.550365
0.94,0.8,0.3333,0.681496
0.4057,0.8,0.1667,0.307708
0.4114,0.4,1.0,0.328557
0.2857,0.2,0.3333,0.222233
0.7257,1.0,1.0,0.589098
0.34,0.8,0.8333,0.275942
0.1371,0.4,0.3333,0.113234
0.2257,0.8,1.0,0.238879
0.9286,0.4,0.5,0.69153
0.1514,1.0,1.0,0.175492
0.3171,0.8,1.0,0.287006
0.5229,0.4,0.1667,0.401382
0.3,1.0,0.6667,0.275617
0.2686,0.6,0.3333,0.210858
0.2343,0.6,1.0,0.229047
0.4486,1.0,1.0,0.389496
0.9,0.6,0.6667,0.668555
0.1829,0.4,1.0,0.201151
0.58,0.8,1.0,0.466616
0.3314,0.8,0.8333,0.291723
0.9743,0.6,1.0,0.735082
0.4343,0.2,0.1667,0.317275
0.5286,1.0,0.5,0.397482
0.3857,0.6,0.6667,0.312166
0.6771,1.0,0.8333,0.513852
0.5,1.0,0.8333,0.435751
0.3,0.6,0.5,0.255433
0.16,0.2,0.1667,0.108656
0.1229,0.2,0.5,0.133933
0.7943,0.2,0.6667,0.603837
0.1457,0.4,0.5,0.130322
0.9514,0.8,0.1667,0.717059
0.2086,0.6,0.5,0.167472
0.8571,1.0,0.5,0.639774
0.2286,0.2,0.3333,0.194934
0.3886,0.8,0.6667,0.302227
0.7571,0.6,0.6667,0.567377
0.1171,0.4,0.5,0.12942
0.8371,0.4,1.0,0.661269
0.5629,0.2,0.3333,0.430376
0.3286,0.6,0.3333,0.264508
0.1229,1.0,1.0,0.140393
0.2457,0.2,0.6667,0.206979
0.4829,1.0,0.1667,0.363063
0.4371,1.0,1.0,0.361701
0.3457,0.8,0.8333,0.321117
0.9829,0.2,0.5,0.738117
0.2486,0.8,1.0,0.261982
0.5771,0.2,0.3333,0.400844
1.0,0.8,0.1667,0.725256
0.3286,0.2,0.5,0.244505
0.6971,0.4,0.3333,0.503602
0.9971,0.6,0.3333,0.752699
0.8829,0.2,0.6667,0.638447
0.18,0.6,0.5,0.164819
0.1714,0.4,0.6667,0.181203
0.4714,0.8,0.8333,0.399879
0.3257,1.0,1.0,0.310639
0.2143,0.2,0.6667,0.175338
0.54,0.8,0.5,0.407861
0.2229,0.4,1.0,0.190366
0.42,0.4,0.8333,0.353526
0.2343,0.8,0.5,0.207535
0.42,0.4,1.0,0.330157
0.2714,0.4,0.3333,0.231532
0.4286,0.8,0.5,0.324254
0.5286,0.6,0.5,0.409671
0.5143,0.2,0.6667,0.402104
0.9086,0.4,1.0,0.703595
0.5914,0.4,1.0,0.448624
0.8371,1.0,0.6667,0.664615
0.2171,0.4,0.6667,0.174177
0.7229,0.4,0.6667,0.551295
0.3486,0.4,0.3333,0.290899
0.3771,0.6,0.3333,0.31286
0.1343,0.4,0.8333,0.116912
0.2971,0.4,0.3333,0.227384
0.4571,0.8,1.0,0.384521
0.6257,0.8,0.1667,0.472021
0.14,0.6,0.6667,0.140806
0.4514,0.2,0.6667,0.364655
0.3629,0.6,0.6667,0.304252
0.8743,1.0,0.6667,0.670686
0.36,0.2,0.8333,0.285425
0.9143,0.4,0.6667,0.683943
0.8943,0.8,0.1667,0.636176
0.5257,0.6,0.1667,0.386275
0.4486,0.8,0.6667,0.36562
0.2029,0.8,0.3333,0.171246
0.4914,0.6,1.0,0.410405
0.9514,1.0,0.1667,0.692597
0.7086,0.4,0.3333,0.499717
0.2457,0.8,0.1667,0.212188
0.9,0.2,0.1667,0.636441
0.66,0.4,0.3333,0.475885
0.6971,0.6,0.5,0.547376
0.6171,0.8,0.5,0.4988
0.1886,0.8,0.6667,0.165413
0.7486,0.4,0.3333,0.56643
0.7571,0.2,0.1667,0.54525
0.98,0.8,0.1667,0.721325
0.9429,0.4,0.5,0.675296
0.7886,1.0,1.0,0.642489
0.4371,0.2,0.6667,0.317296
0.5229,1.0,0.6667,0.40874
0.1543,0.2,1.0,0.143304
0.4629,0.8,0.1667,0.365107
0.3771,0.6,0.5,0.321373
0.28,0.6,0.6667,0.23557
0.1543,0.2,1.0,0.18172
0.62,0.2,0.1667,0.444564
0.8343,1.0,0.5,0.651899
0.1629,0.2,0.8333,0.175695
0.3029,0.2,0.8333,0.25836
0.3743,1.0,0.8333,0.338068
0.1743,0.4,1.0,0.178468
0.9429,0.2,0.1667,0.675942
0.8143,1.0,0.5,0.62261
0.9943,0.2,0.1667,0.707595
0.7657,0.8,0.3333,0.57823
0.3371,1.0,0.3333,0.273072
0.8714,0.2,0.3333,0.616232
0.7314,0.6,0.5,0.565908
0.0857,1.0,1.0,0.108954
0.0914,0.4,0.5,0.079423
0.0943,1.0,0.5,0.118076
0.7286,0.4,0.3333,0.522069
0.3571,0.2,0.3333,0.277095
0.2543,0.4,0.3333,0.178803
0.2229,0.6,1.0,0.208629
0.5914,0.4,0.3333,0.458152
0.3886,0.8,0.5,0.309178
0.32,0.8,0.1667,0.26556
0.2771,0.6,0.5,0.239401
0.5543,0.8,1.0,0.467015
0.8229,0.8,0.3333,0.619918
0.3943,0.4,0.1667,0.291434
0.4029,1.0,0.8333,0.354266
0.3514,0.8,0.3333,0.302624
0.3971,0.2,0.5,0.305295
0.14,0.4,0.1667,0.132739
0.4857,0.6,1.0,0.38354
0.3771,0.4,1.0,0.332099
0.3829,1.0,1.0,0.359231
0.5886,1.0,0.8333,0.492816
0.1343,1.0,1.0,0.145825
0.2029,1.0,1.0,0.188753
0.6914,1.0,0.8333,0.537864
0.7771,0.8,0.3333,0.558921
0.7829,1.0,0.5,0.586693
0.1914,0.4,0.8333,0.181224
0.34,0.6,0.5,0.275184
0.1771,0.6,0.3333,0.147554
0.8714,0.6,1.0,0.685558
0.6971,1.0,0.5,0.549037
0.6714,0.8,1.0,0.558566
0.4314,1.0,0.6667,0.356154
0.9314,0.8,0.5,0.697248
0.9429,0.6,0.6667,0.719251
0.2086,0.6,1.0,0.220111
0.6657,0.6,0.6667,0.514649
0.3343,0.4,1.0,0.301687
0.9714,0.2,0.8333,0.719989
0.5743,0.2,1.0,0.430972
0.8743,0.2,1.0,0.655226
0.4743,0.2,0.5,0.338876
0.4257,0.8,0.3333,0.34769
0.4257,0.6,0.5,0.337263
0.9229,0.4,0.6667,0.705776
0.8914,0.4,0.8333,0.666653
0.3371,0.4,0.3333,0.282005
0.2086,1.0,0.3333,0.165706
0.34,0.4,0.5,0.257692
0.9971,0.8,0.5,0.745463
0.1314,1.0,0.5,0.116182
0.8343,0.8,0.8333,0.646251
0.2371,0.4,1.0,0.220599
0.2943,0.4,0.3333,0.206417
0.9486,0.8,0.6667,0.736348
0.4943,0.4,1.0,0.419652
0.6029,0.8,0.1667,0.465952
0.3686,1.0,0.5,0.284802
0.7229,0.2,0.1667,0.520105
0.8629,1.0,0.8333,0.678674
0.6714,0.8,1.0,0.517307
0.8314,0.4,1.0,0.612609
0.1171,0.8,1.0,0.154811
0.7457,0.6,0.5,0.57396
0.9857,0.8,0.3333,0.744231
0.9657,0.6,0.6667,0.732221
0.9057,1.0,0.6667,0.693828
0.5686,1.0,0.8333,0.482633
0.32,0.6,0.5,0.24986
0.4371,0.8,0.5,0.328016
0.5571,0.6,0.3333,0.404312
0.9,0.6,0.1667,0.658033
0.8857,0.6,1.0,0.673072
0.5629,1.0,0.5,0.458231
0.6657,0.8,1.0,0.512129
0.4829,0.8,0.8333,0.388394
0.4771,0.2,0.8333,0.398919
0.2686,0.6,0.5,0.209779
0.2343,1.0,1.0,0.226838
0.9343,0.8,0.8333,0.689056
0.1829,0.4,0.8333,0.164415
0.8714,0.6,1.0,0.666279
0.34,1.0,1.0,0.287179
0.3629,0.2,0.8333,0.310679
0.3371,0.8,0.6667,0.289571
0.6057,1.0,1.0,0.499077
0.28,0.4,0.8333,0.221054
0.4486,0.6,0.6667,0.367714
0.3314,0.8,0.1667,0.277537
0.6114,0.4,0.5,0.473132
0.38,0.8,0.6667,0.29443
0.5714,0.6,0.8333,0.472251
0.8457,0.8,1.0,0.652197
0.5514,0.8,0.8333,0.44246
0.5457,0.8,0.3333,0.426176
0.7686,0.8,0.8333,0.618445
0.0886,1.0,0.3333,0.126472
0.8457,0.4,0.5,0.639015
0.6971,0.6,0.1667,0.505293
0.8086,0.6,1.0,0.620759
0.7086,0.8,1.0,0.541284
0.7086,0.2,0.3333,0.507792
0.4257,0.2,0.3333,0.29503
0.4886,0.2,1.0,0.39153
0.9114,0.2,0.3333,0.638661
0.5114,0.6,0.8333,0.405504
0.9286,0.6,0.1667,0.666786
0.5143,0.8,0.5,0.397735
0.7086,0.8,0.5,0.530326
0.5514,1.0,0.1667,0.397699
0.5629,0.6,0.5,0.425812
0.18,0.8,1.0,0.170369
0.4086,0.6,1.0,0.355556
0.2886,0.6,0.5,0.219523
0.8714,1.0,0.1667,0.636803
0.1943,0.8,0.5,0.168229
0.1,1.0,0.6667,0.11245
0.7714,0.2,1.0,0.572309
0.9457,1.0,0.8333,0.721812
0.4486,0.4,0.3333,0.330099
0.68,0.6,1.0,0.545515
0.2371,0.2,0.6667,0.188417
0.5171,0.6,0.8333,0.410073
0.4886,0.8,0.6667,0.386551
0.9743,0.8,0.6667,0.752628
0.4771,1.0,1.0,0.422644
0.7886,0.4,0.3333,0.600944
0.3943,1.0,0.1667,0.313202
0.2714,0.2,0.6667,0.205648
0.4571,0.4,0.5,0.332668
0.8229,1.0,0.3333,0.624251
0.8286,0.4,0.6667,0.625696
0.9629,0.8,1.0,0.742898
0.7914,1.0,0.8333,0.624521
0.9743,0.4,0.6667,0.708893
0.6,0.6,0.8333,0.454743
0.58,0.8,0.6667,0.47632
0.3114,0.8,0.6667,0.288757
0.3029,0.2,0.3333,0.255532
0.8914,0.4,0.5,0.65209
0.8743,0.4,0.1667,0.642953
0.5771,0.4,0.5,0.439186
0.8229,0.6,0.3333,0.600673
0.4914,0.4,0.5,0.387201
0.9914,0.2,0.5,0.720173
0.1029,0.4,0.8333,0.098719
0.1914,0.2,0.8333,0.171796
0.6743,0.8,0.1667,0.502975
0.2114,1.0,0.5,0.198219
0.6829,1.0,0.6667,0.54965
