tamanho,banheiros,quartos,preco
0.28,1.0,0.6667,0.195773
0.892,0.2,0.5,0.464417
0.896,0.6,0.6667,0.516002
0.708,0.4,0.6667,0.370111
0.828,0.8,0.1667,0.441032
0.372,0.6,0.1667,0.21562
0.184,0.2,0.8333,0.150917
0.36,1.0,0.8333,0.257134
0.756,1.0,0.1667,0.431997
0.468,1.0,0.1667,0.274371
0.396,0.6,0.8333,0.274664
0.836,0.6,0.3333,0.430592
0.372,1.0,0.6667,0.246268
0.7,0.4,1.0,0.389778
0.776,0.4,0.1667,0.391887
0.944,0.8,1.0,0.529292
0.556,1.0,0.5,0.308227
0.248,0.2,0.3333,0.14179
0.968,0.2,0.6667,0.531722
0.404,0.2,0.8333,0.223002
0.772,0.2,1.0,0.436789
0.684,0.4,1.0,0.394091
0.856,0.8,0.1667,0.448699
0.492,0.8,1.0,0.305443
0.416,0.6,0.6667,0.261613
0.78,0.4,1.0,0.460193
0.176,1.0,0.1667,0.128905
0.608,0.2,0.3333,0.347672
0.432,0.6,0.8333,0.257611
0.148,1.0,0.1667,0.127644
0.624,0.2,0.3333,0.31073
0.968,0.8,1.0,0.567702
0.148,0.2,0.3333,0.076121
0.128,0.8,1.0,0.135744
0.56,0.6,0.1667,0.310362
0.276,0.2,0.3333,0.159718
0.848,1.0,1.0,0.495078
0.872,1.0,0.1667,0.474673
0.272,0.8,0.1667,0.168328
0.968,0.8,0.3333,0.528224
0.7,1.0,0.8333,0.405448
0.808,0.4,0.3333,0.442886
0.228,1.0,0.3333,0.153299
0.9,0.2,0.5,0.500503
0.82,0.2,1.0,0.448655
0.2,0.2,0.3333,0.132898
0.528,0.2,0.3333,0.305595
0.416,0.8,0.1667,0.245558
0.888,0.6,0.3333,0.449883
0.296,0.4,0.8333,0.203785
0.872,0.8,0.6667,0.468914
0.332,0.4,0.5,0.193053
0.412,0.6,1.0,0.27068
0.452,0.8,0.8333,0.294949
0.48,0.2,0.8333,0.278506
0.692,0.4,0.1667,0.382629
0.68,0.6,0.3333,0.384258
0.3,0.6,0.1667,0.175706
0.996,0.2,0.6667,0.53754
0.712,1.0,1.0,0.410662
0.468,0.6,1.0,0.270885
0.852,0.2,0.8333,0.477501
0.956,0.4,0.5,0.50347
0.928,0.8,0.6667,0.489271
0.352,0.4,0.1667,0.207177
0.84,0.2,0.8333,0.458084
0.504,0.6,0.1667,0.272942
0.376,0.4,0.3333,0.2168
0.208,0.8,0.5,0.148366
0.828,0.4,0.3333,0.43581
0.3,0.4,0.3333,0.157267
0.872,0.4,0.3333,0.470268
0.424,1.0,0.3333,0.242719
0.288,1.0,0.8333,0.227546
0.632,0.6,1.0,0.398346
0.42,0.2,0.5,0.24435
0.552,0.4,0.3333,0.315329
0.824,0.6,0.3333,0.420853
0.44,0.8,0.8333,0.273994
0.676,0.6,0.6667,0.40673
0.384,0.4,1.0,0.249561
0.172,0.6,0.3333,0.118223
0.748,0.2,0.5,0.416097
0.824,0.6,0.6667,0.475425
0.48,0.8,0.3333,0.295324
0.74,0.2,0.5,0.405865
0.368,1.0,0.5,0.208542
0.22,0.8,1.0,0.15558
0.836,0.4,0.6667,0.482573
0.14,0.6,0.3333,0.075403
0.312,0.2,1.0,0.199469
0.312,1.0,0.5,0.191754
0.596,1.0,0.8333,0.343595
0.364,0.2,0.1667,0.212427
0.984,0.8,0.6667,0.535555
0.772,0.2,0.8333,0.419896
0.668,0.2,0.6667,0.38858
0.26,0.2,0.6667,0.179266
0.764,1.0,1.0,0.446844
0.364,0.4,0.1667,0.187578
0.228,0.4,0.8333,0.166924
0.44,0.8,0.1667,0.243632
0.828,0.2,1.0,0.471795
0.412,0.4,0.3333,0.254018
0.18,0.8,1.0,0.179213
0.8,0.8,0.8333,0.436003
0.32,0.8,0.3333,0.189126
0.944,0.4,0.1667,0.512665
0.524,0.4,0.6667,0.283396
0.568,0.6,0.8333,0.331285
0.984,0.6,0.3333,0.539759
0.572,0.4,0.6667,0.339303
0.356,0.4,0.5,0.222305
0.14,0.8,0.6667,0.111792
0.388,0.4,0.5,0.218522
0.924,0.8,0.1667,0.478433
0.464,1.0,0.1667,0.287006
0.872,0.2,0.3333,0.454172
0.552,0.6,0.8333,0.341658
0.44,0.4,1.0,0.276643
0.384,1.0,0.3333,0.216114
0.344,1.0,0.1667,0.214874
0.96,0.6,0.6667,0.518195
0.18,0.6,0.1667,0.090905
0.664,0.8,0.6667,0.402554
0.436,0.4,0.3333,0.261377
0.92,0.4,0.3333,0.496648
0.184,0.4,0.5,0.108698
0.988,0.4,0.8333,0.517755
0.968,0.4,0.3333,0.502914
0.68,0.4,1.0,0.398552
0.296,0.4,0.8333,0.198239
0.984,0.4,0.8333,0.538103
0.268,0.6,0.8333,0.188268
0.992,0.6,0.3333,0.540412
0.22,0.8,1.0,0.169912
0.988,0.6,1.0,0.52967
0.896,0.4,0.3333,0.469776
0.852,0.8,0.1667,0.467138
0.732,0.8,0.5,0.38656
0.828,0.8,1.0,0.467203
0.496,0.6,0.6667,0.305236
0.652,0.6,0.8333,0.400108
0.344,1.0,0.1667,0.197767
0.76,0.8,1.0,0.427073
0.88,0.6,1.0,0.477781
0.944,0.8,0.6667,0.507286
0.536,0.2,0.1667,0.275869
0.224,1.0,0.8333,0.197615
0.82,0.4,0.8333,0.455388
0.56,0.2,0.5,0.305983
0.144,0.2,0.3333,0.095391
0.78,0.8,0.3333,0.413953
0.34,0.2,0.5,0.188493
0.212,0.2,0.5,0.155234
0.232,0.8,0.6667,0.188663
0.9,0.4,0.8333,0.52013
0.856,0.6,0.8333,0.502492
0.884,0.6,0.1667,0.455986
0.156,1.0,0.6667,0.14428
0.976,0.8,0.5,0.516453
0.348,0.6,0.3333,0.183372
0.728,0.4,0.3333,0.377109
0.824,0.8,1.0,0.45245
0.824,0.2,0.6667,0.434024
0.964,0.4,0.6667,0.545976
0.344,0.2,0.1667,0.204668
0.452,0.4,0.1667,0.232951
0.56,0.4,0.1667,0.317163
0.604,0.4,0.5,0.31492
0.46,0.2,0.5,0.251617
0.124,0.4,0.3333,0.102622
0.812,0.4,0.8333,0.449579
0.816,0.8,0.5,0.460135
0.712,0.4,1.0,0.403368
0.432,1.0,0.1667,0.244187
0.808,0.4,0.6667,0.419818
0.64,0.4,0.6667,0.369909
0.192,0.4,0.5,0.123385
0.78,0.2,0.3333,0.433483
0.224,0.2,0.6667,0.139298
0.568,0.8,0.3333,0.332969
0.232,0.8,0.5,0.18337
0.924,0.4,0.8333,0.526379
0.64,1.0,0.5,0.355878
0.764,0.2,1.0,0.435221
0.9,0.4,0.1667,0.487048
0.956,0.6,0.5,0.526177
0.184,0.6,0.1667,0.119441
0.668,0.4,1.0,0.395938
0.6,0.8,1.0,0.37648
0.744,0.8,0.5,0.423906
0.92,0.4,0.6667,0.482974
0.76,1.0,0.8333,0.431065
0.588,0.4,1.0,0.353131
0.58,0.2,0.5,0.319977
0.94,0.8,1.0,0.520132
0.572,0.6,1.0,0.344162
0.716,1.0,0.6667,0.419631
0.792,0.6,0.8333,0.453924
0.96,0.6,0.1667,0.492863
0.696,1.0,0.8333,0.397106
0.78,1.0,0.6667,0.461108
0.752,0.8,0.3333,0.392085
0.96,0.6,1.0,0.54578
0.544,0.2,0.5,0.285531
0.396,0.4,1.0,0.26924
0.172,0.2,0.8333,0.13204
0.58,1.0,0.5,0.31321
0.5,0.4,0.8333,0.287065
0.42,0.2,0.1667,0.246054
0.676,0.4,1.0,0.388827
0.632,0.4,0.8333,0.376926
0.712,0.8,0.5,0.411719
0.564,0.6,0.1667,0.297637
0.168,0.6,0.1667,0.1219
0.272,0.6,0.8333,0.202103
0.132,0.6,0.8333,0.137902
0.316,1.0,0.1667,0.182206
0.196,0.2,1.0,0.134533
0.196,1.0,0.3333,0.134413
0.592,0.6,0.8333,0.358662
0.752,0.2,0.5,0.380624
0.944,0.2,0.3333,0.49093
0.94,0.4,0.1667,0.487007
0.996,0.4,0.8333,0.527404
0.936,0.6,0.6667,0.530396
0.456,0.4,0.8333,0.293783
0.324,0.2,1.0,0.207731
0.36,1.0,0.5,0.203983
0.844,0.6,0.8333,0.451002
0.996,0.8,0.6667,0.535351
0.448,0.2,0.6667,0.246611
0.272,0.8,0.6667,0.210954
0.856,0.4,0.8333,0.47977
0.132,0.6,1.0,0.105823
0.384,0.2,1.0,0.247078
0.364,1.0,0.1667,0.236961
0.804,0.4,0.8333,0.439962
0.492,1.0,0.3333,0.278512
0.844,0.4,0.3333,0.451481
0.896,0.4,0.3333,0.459655
0.52,0.6,0.8333,0.287884
0.364,0.4,0.1667,0.190248
0.548,0.2,0.1667,0.263904
0.952,0.6,0.1667,0.512605
0.32,1.0,0.1667,0.190645
0.48,0.2,0.5,0.248847
0.848,0.6,1.0,0.480966
0.512,0.4,0.5,0.305945
0.54,0.4,1.0,0.324962
0.244,0.8,0.8333,0.157696
0.948,0.4,0.5,0.523055
0.296,1.0,0.1667,0.162583
0.16,0.4,0.1667,0.099965
0.532,0.8,1.0,0.335757
0.22,1.0,0.3333,0.161653
0.484,1.0,0.8333,0.318831
0.556,0.4,0.1667,0.283008
0.316,0.6,0.8333,0.225226
0.296,1.0,0.5,0.187924
0.572,0.6,0.5,0.312123
0.724,0.8,0.3333,0.376586
0.412,1.0,0.3333,0.248585
0.684,0.2,0.1667,0.355734
0.484,1.0,0.1667,0.250617
0.124,0.8,0.1667,0.095783
0.368,1.0,0.3333,0.220488
0.564,0.6,0.1667,0.280257
0.168,0.2,0.8333,0.120936
0.752,1.0,0.6667,0.4449
0.416,0.6,0.1667,0.230368
0.676,0.4,0.6667,0.376847
0.82,0.2,0.1667,0.440675
0.38,0.2,0.8333,0.210533
0.62,0.4,0.3333,0.329648
0.268,0.8,1.0,0.185999
0.28,0.4,0.6667,0.203369
0.448,1.0,0.5,0.282639
0.16,0.8,0.1667,0.095514
0.748,0.2,0.8333,0.403333
0.648,0.6,0.3333,0.337732
0.756,0.6,0.3333,0.420914
0.384,0.4,0.8333,0.227555
0.468,0.4,1.0,0.298812
0.476,1.0,0.5,0.281598
0.28,0.6,0.6667,0.20634
0.784,0.2,0.6667,0.451419
0.4,0.4,0.3333,0.240328
0.168,0.6,0.8333,0.135518
0.372,0.4,0.6667,0.218948
0.428,0.8,0.3333,0.232311
0.36,0.8,0.1667,0.183922
0.308,0.6,0.5,0.21075
0.76,1.0,0.3333,0.412689
0.136,0.6,0.6667,0.091626
0.84,0.6,1.0,0.500267
0.212,0.6,1.0,0.147038
0.468,0.8,0.6667,0.307534
0.5,1.0,0.6667,0.284967
0.476,0.4,0.6667,0.26628
0.856,0.4,0.8333,0.452982
0.408,0.8,0.3333,0.23246
0.488,0.4,0.8333,0.309204
0.732,0.8,0.3333,0.40782
0.776,0.4,0.3333,0.42348
0.636,0.2,0.8333,0.376287
0.528,0.8,0.6667,0.308977
0.328,0.4,0.6667,0.206542
0.144,0.2,0.5,0.080812
0.296,0.8,0.5,0.208622
0.232,0.4,0.8333,0.184139
0.22,0.4,0.6667,0.170024
0.78,1.0,0.8333,0.472046
0.84,0.4,0.6667,0.466637
0.328,0.2,1.0,0.222015
0.48,0.6,0.5,0.290342
0.216,0.8,1.0,0.173902
0.388,0.6,0.1667,0.217194
0.984,0.8,0.1667,0.509312
0.344,0.8,0.5,0.203704
0.528,0.6,1.0,0.328722
0.792,0.2,0.3333,0.43725
0.792,0.2,0.8333,0.452041
0.828,0.8,0.8333,0.48422
0.884,0.4,0.8333,0.497472
0.644,0.6,0.8333,0.38369
0.432,0.2,0.3333,0.237533
0.152,0.4,1.0,0.143922
0.164,0.2,0.6667,0.117976
0.12,0.8,0.3333,0.106643
0.344,1.0,0.1667,0.194855
0.364,0.8,1.0,0.243668
0.74,1.0,0.6667,0.402103
0.284,1.0,0.6667,0.181063
0.996,0.4,0.6667,0.519293
0.576,1.0,1.0,0.36803
0.38,0.8,0.8333,0.23022
0.324,1.0,0.8333,0.205083
0.648,0.8,0.1667,0.33865
0.176,0.4,0.6667,0.152901
0.376,0.2,0.8333,0.233312
0.716,0.2,0.8333,0.381623
0.468,0.4,0.6667,0.268533
0.96,0.8,0.6667,0.519211
0.528,0.4,0.6667,0.306777
0.448,0.6,0.5,0.271539
0.304,0.6,0.8333,0.211685
0.756,1.0,0.1667,0.392562
0.364,0.4,0.6667,0.21382
0.504,0.2,0.8333,0.293095
0.968,0.6,0.5,0.504648
0.244,0.6,0.1667,0.135188
0.396,0.2,0.8333,0.239868
0.732,0.4,0.1667,0.372666
0.268,0.6,0.6667,0.162653
0.956,0.2,0.6667,0.519133
0.824,0.8,0.8333,0.492553
0.288,0.4,0.3333,0.182455
0.8,0.4,1.0,0.451129
0.652,1.0,0.6667,0.366146
0.992,0.2,0.3333,0.511189
0.14,0.2,0.1667,0.09212
0.808,0.6,1.0,0.443356
0.208,1.0,0.5,0.161756
0.908,0.8,1.0,0.50747
0.86,0.6,0.1667,0.451055
0.252,0.8,0.6667,0.193567
0.652,0.2,0.5,0.332661
0.124,0.2,0.6667,0.10193
0.12,0.4,0.5,0.115657
0.7,0.4,0.8333,0.398686
0.316,0.8,1.0,0.238407
0.956,0.8,0.6667,0.551583
0.784,0.4,0.1667,0.403995
0.828,0.2,0.3333,0.437374
0.928,1.0,1.0,0.514135
0.668,0.2,0.1667,0.333321
0.312,1.0,0.5,0.223294
0.456,0.8,1.0,0.298042
0.976,0.4,0.8333,0.523699
0.832,1.0,0.5,0.442323
0.668,0.4,0.1667,0.336879
0.84,0.8,0.6667,0.476046
0.744,0.2,0.5,0.418043
0.288,0.8,0.5,0.199374
0.148,0.6,0.3333,0.088818
0.508,0.8,1.0,0.331809
0.404,1.0,1.0,0.272939
0.584,0.2,0.3333,0.334526
0.324,0.4,0.5,0.176425
0.64,1.0,1.0,0.395542
0.572,0.8,0.8333,0.319435
0.68,0.8,0.1667,0.353683
0.692,0.2,0.5,0.367712
0.512,0.8,1.0,0.309206
0.824,1.0,0.8333,0.454649
0.992,1.0,0.6667,0.528667
0.932,0.4,0.3333,0.488191
0.916,0.2,0.3333,0.480112
0.4,0.4,0.8333,0.260364
0.8,1.0,1.0,0.453727
0.464,1.0,0.8333,0.307019
0.132,0.6,1.0,0.1505
0.344,0.4,0.5,0.219517
0.132,0.6,0.6667,0.113138
0.46,0.2,0.5,0.264013
0.984,1.0,0.1667,0.511598
0.412,0.4,0.8333,0.25555
0.656,0.4,0.8333,0.363758
0.336,0.4,0.8333,0.22641
0.348,0.6,0.1667,0.198806
0.972,1.0,1.0,0.541949
0.668,0.8,0.3333,0.390622
0.772,0.2,0.6667,0.438055
0.948,0.6,0.8333,0.550457
0.86,0.4,0.5,0.44113
0.776,0.2,0.5,0.407637
0.836,1.0,0.8333,0.461617
1.0,0.4,0.8333,0.54662
0.924,1.0,0.6667,0.520205
0.476,0.6,0.5,0.290355
0.82,0.8,1.0,0.467143
0.788,1.0,0.5,0.424696
0.8,0.2,0.5,0.452251
0.18,1.0,0.3333,0.138025
0.872,1.0,1.0,0.489515
0.684,1.0,0.6667,0.421611
0.476,1.0,0.3333,0.272958
0.716,0.8,0.1667,0.382267
0.736,0.2,0.5,0.387541
0.26,0.6,0.5,0.144226
0.98,0.6,1.0,0.542864
0.48,0.2,0.8333,0.286689
0.164,0.4,0.6667,0.110337
0.44,0.8,0.1667,0.228084
0.732,0.6,1.0,0.413162
0.636,0.8,0.3333,0.364822
0.844,0.6,0.8333,0.475668
0.764,0.4,0.1667,0.418734
0.468,0.6,0.1667,0.259929
0.492,0.8,1.0,0.298589
0.996,1.0,0.1667,0.541044
0.468,0.6,0.1667,0.277258
0.228,1.0,0.6667,0.175811
0.724,0.8,0.1667,0.373821
0.656,0.8,0.6667,0.358797
0.12,0.2,0.5,0.070779
0.496,0.8,0.5,0.289411
0.94,1.0,0.8333,0.550697
0.948,0.6,0.6667,0.516491
0.836,0.4,0.3333,0.431357
0.596,0.6,0.3333,0.316171
0.852,0.4,1.0,0.474369
0.22,0.6,0.6667,0.133235
0.916,0.6,0.1667,0.487222
0.388,0.4,0.5,0.246023
0.42,0.4,1.0,0.253692
0.476,0.2,0.6667,0.26086
0.512,1.0,0.5,0.299503
0.764,0.4,0.1667,0.416412
0.516,0.8,1.0,0.345612
0.48,0.2,1.0,0.270882
0.876,0.8,0.3333,0.489316
0.604,0.4,0.6667,0.359437
0.976,1.0,0.3333,0.538837
0.196,1.0,0.1667,0.106276
0.452,0.8,0.1667,0.252999
0.84,0.8,0.8333,0.478897
0.196,0.4,0.6667,0.160998
0.156,0.6,0.3333,0.101144
0.98,1.0,0.8333,0.554102
0.808,0.8,0.1667,0.445254
0.48,0.4,0.6667,0.295247
0.984,0.8,0.3333,0.523828
0.436,0.2,0.5,0.257709
0.592,0.2,0.1667,0.286357
0.664,0.4,0.6667,0.38929
0.584,1.0,0.5,0.315327
0.856,1.0,0.5,0.458678
0.732,0.2,1.0,0.435906
0.192,0.8,0.1667,0.120144
0.604,0.6,0.3333,0.356322
0.9,0.4,0.8333,0.480743
0.7,1.0,1.0,0.416502
0.824,0.8,0.8333,0.484843
0.384,0.8,0.5,0.241951
0.664,0.6,0.1667,0.363402
0.208,0.6,0.5,0.126771
0.204,0.8,0.3333,0.161249
0.836,1.0,1.0,0.467886
0.856,0.2,0.3333,0.455973
0.488,0.6,0.5,0.26491
0.208,0.4,0.1667,0.126844
0.816,1.0,0.1667,0.447566
0.376,1.0,1.0,0.244589
0.476,0.4,0.1667,0.238295
0.316,0.6,0.1667,0.177206
0.804,0.8,0.3333,0.428084
0.304,0.2,0.3333,0.186653
0.812,0.8,0.5,0.438164
0.452,0.6,0.6667,0.273594
0.316,0.6,0.8333,0.215384
0.672,0.6,0.5,0.368194
0.848,1.0,0.1667,0.457498
0.736,0.8,0.6667,0.422542
0.308,0.8,1.0,0.198874
0.224,0.6,0.3333,0.12868
0.82,1.0,0.5,0.472907
0.6,0.2,0.1667,0.334332
0.332,0.6,0.3333,0.211846
0.46,0.2,0.3333,0.248457
0.268,0.6,0.8333,0.17939
0.588,1.0,0.6667,0.357313
0.928,0.8,0.8333,0.514278
0.652,0.8,0.5,0.348369
0.448,0.4,0.8333,0.263008
0.512,0.8,1.0,0.316951
0.488,1.0,0.1667,0.293368
0.272,0.8,0.6667,0.199326
0.832,0.2,0.5,0.45283
0.424,1.0,0.6667,0.243635
0.864,0.4,0.5,0.483241
0.304,1.0,0.1667,0.168141
0.272,1.0,0.6667,0.212896
0.944,0.8,0.6667,0.513323
0.732,0.4,0.6667,0.409272
0.852,0.4,0.3333,0.452026
0.244,1.0,0.8333,0.167841
0.408,0.4,0.1667,0.218357
0.52,0.6,0.6667,0.326532
0.828,1.0,1.0,0.484312
0.196,0.8,0.3333,0.138682
0.612,0.2,0.6667,0.356932
0.924,0.4,0.6667,0.507831
0.748,0.6,1.0,0.454162
0.568,0.8,0.6667,0.336633
0.896,1.0,0.3333,0.477527
0.408,0.4,0.8333,0.258954
0.392,0.2,0.3333,0.228288
0.668,0.8,0.6667,0.365381
0.972,0.8,0.5,0.510713
0.772,0.2,0.8333,0.411798
0.6,0.8,0.1667,0.330146
0.408,0.6,0.3333,0.232673
0.392,0.6,0.6667,0.233196
0.56,0.4,0.6667,0.297119
0.456,0.6,0.3333,0.25009
1.0,0.4,1.0,0.578993
0.564,0.8,1.0,0.343878
0.2,1.0,0.1667,0.128865
0.896,0.8,0.5,0.496136
0.92,1.0,1.0,0.550105
0.872,1.0,0.3333,0.459271
0.412,0.6,1.0,0.275981
0.764,0.2,0.1667,0.395623
0.932,0.8,0.1667,0.476954
0.34,0.4,0.1667,0.186951
0.244,0.4,0.5,0.171098
0.404,0.4,0.5,0.222381
0.968,0.2,0.6667,0.514768
0.732,0.4,0.5,0.400838
0.672,0.2,1.0,0.393232
0.716,0.6,0.1667,0.391356
0.768,0.6,0.8333,0.459103
0.748,0.6,0.3333,0.422395
0.976,0.6,0.6667,0.515771
0.48,1.0,0.6667,0.288224
0.524,0.8,0.3333,0.277675
0.416,0.6,1.0,0.244658
0.58,0.4,1.0,0.345428
0.884,0.2,0.5,0.488526
0.596,0.8,0.6667,0.346507
0.576,1.0,0.8333,0.343504
0.952,0.8,0.5,0.51047
0.796,0.2,0.5,0.444381
0.32,0.2,0.5,0.176869
0.896,0.2,0.5,0.486747
0.2,1.0,0.8333,0.183504
0.376,0.8,0.6667,0.215792
0.368,0.6,1.0,0.230436
0.716,0.2,0.8333,0.395738
0.308,1.0,0.8333,0.225147
0.144,0.8,0.8333,0.154183
0.752,0.4,0.5,0.431254
0.884,0.4,1.0,0.486435
0.632,0.4,0.8333,0.385487
0.228,0.2,0.5,0.159779
0.248,0.4,0.3333,0.150834
0.268,0.2,0.5,0.15365
0.224,1.0,1.0,0.159735
0.82,0.4,0.3333,0.42185
0.612,0.8,0.3333,0.329431
0.904,0.8,0.8333,0.510749
0.192,1.0,1.0,0.175658
0.836,0.8,0.5,0.474324
0.316,1.0,0.5,0.196877
0.496,0.4,0.8333,0.292805
0.192,0.8,0.6667,0.121224
0.384,0.4,0.8333,0.22432
0.224,1.0,1.0,0.19567
0.94,0.4,1.0,0.542463
0.224,0.8,0.3333,0.125139
0.62,1.0,0.1667,0.353405
0.348,0.4,0.1667,0.18745
0.156,0.4,0.8333,0.11846
0.532,0.2,0.1667,0.291209
0.98,0.2,0.1667,0.487857
0.348,0.8,0.6667,0.24636
0.98,1.0,0.1667,0.545539
0.14,0.6,0.5,0.104065
0.376,0.4,0.6667,0.229982
0.636,0.8,0.8333,0.35555
0.732,0.6,0.5,0.398622
0.86,1.0,1.0,0.513047
0.128,0.6,0.6667,0.111677
0.72,0.2,0.3333,0.360048
0.984,0.8,0.5,0.546714
0.896,0.8,0.8333,0.528914
0.568,0.2,0.6667,0.335533
0.724,0.4,0.3333,0.394568
0.596,0.6,1.0,0.348964
0.396,0.2,0.8333,0.243098
0.792,0.6,0.3333,0.446105
0.48,1.0,0.5,0.281519
0.844,0.8,0.6667,0.464021
0.404,0.4,0.3333,0.204281
0.82,1.0,0.8333,0.470159
0.3,1.0,0.8333,0.217696
0.924,0.8,0.1667,0.508557
0.212,1.0,1.0,0.158484
0.224,1.0,0.6667,0.149869
0.364,0.8,0.1667,0.210785
0.584,0.4,0.3333,0.339911
0.844,0.4,0.8333,0.479891
0.14,0.8,0.6667,0.097415
0.788,0.6,1.0,0.433215
0.86,0.8,1.0,0.514767
0.52,0.6,0.1667,0.290652
0.216,0.8,0.8333,0.142805
0.66,0.2,0.1667,0.346344
0.448,0.4,1.0,0.267425
0.396,0.8,0.3333,0.228268
0.992,0.8,0.5,0.559743
0.744,0.6,0.6667,0.425781
0.52,0.4,0.3333,0.265587
0.612,0.4,0.3333,0.309985
0.4,1.0,0.6667,0.253024
0.232,0.2,0.3333,0.144612
0.396,0.8,0.8333,0.251199
0.852,1.0,0.5,0.481036
0.444,1.0,0.8333,0.263367
0.268,0.4,0.1667,0.134274
0.28,1.0,0.1667,0.147901
0.312,0.2,0.5,0.178321
0.312,0.2,0.8333,0.180629
0.148,0.4,0.3333,0.091427
0.152,0.4,0.1667,0.097204
0.792,0.6,1.0,0.450157
0.348,0.4,0.6667,0.233372
0.132,0.6,0.5,0.081662
0.984,0.8,0.5,0.533572
0.676,1.0,0.8333,0.420769
0.124,0.6,1.0,0.123715
0.588,0.8,0.3333,0.33074
0.712,1.0,1.0,0.407394
0.664,1.0,0.6667,0.407786
0.892,0.8,0.3333,0.458823
0.624,0.4,0.1667,0.331846
0.532,0.2,1.0,0.319524
0.236,0.4,0.3333,0.152251
0.824,0.2,1.0,0.44198
0.636,0.2,0.6667,0.35332
0.632,0.6,0.8333,0.34416
0.896,0.4,0.1667,0.46971
0.592,0.2,0.3333,0.312463
0.296,0.4,0.1667,0.16359
0.156,0.8,0.5,0.116927
0.172,0.2,0.5,0.13181
0.22,0.6,0.1667,0.142825
0.272,0.4,0.8333,0.206848
0.888,0.4,0.1667,0.468876
0.544,0.6,0.3333,0.317358
0.432,0.4,0.8333,0.25681
0.872,0.4,0.8333,0.498976
0.776,0.4,1.0,0.443823
0.792,0.8,0.6667,0.453288
0.392,0.8,0.3333,0.251078
0.508,0.6,0.8333,0.307854
0.96,0.2,0.8333,0.530986
0.744,1.0,1.0,0.457676
0.364,0.4,0.8333,0.233317
0.168,0.8,0.5,0.103082
0.484,0.8,0.5,0.308374
0.288,1.0,0.8333,0.210803
0.268,0.4,1.0,0.205039
0.252,0.2,1.0,0.194176
0.896,0.4,0.1667,0.445408
0.336,0.4,0.8333,0.229026
0.428,1.0,0.6667,0.271068
0.38,0.2,0.3333,0.208897
0.644,0.8,0.8333,0.387211
0.2,0.4,1.0,0.159889
0.724,0.6,0.1667,0.402514
0.916,0.4,0.3333,0.48018
0.816,1.0,0.6667,0.480746
0.936,1.0,0.3333,0.488969
0.208,0.2,0.1667,0.129737
0.28,0.6,0.8333,0.176204
0.304,0.2,0.5,0.158285
0.84,0.2,0.8333,0.476961
0.22,0.4,0.8333,0.139572
0.688,1.0,1.0,0.432507
0.444,0.8,0.6667,0.27011
0.136,1.0,0.1667,0.110526
0.756,0.4,0.8333,0.446292
0.848,0.8,1.0,0.508281
0.752,0.8,0.5,0.425428
0.208,1.0,0.5,0.151333
0.636,0.8,1.0,0.359561
0.836,1.0,0.5,0.475131
0.744,1.0,0.3333,0.43632
0.132,1.0,0.1667,0.090187
0.796,0.8,0.8333,0.463209
0.804,0.8,0.5,0.433457
0.264,0.2,1.0,0.180963
0.888,0.8,0.5,0.46368
0.472,0.4,1.0,0.309394
0.872,0.2,0.6667,0.479634
0.664,0.6,1.0,0.388351
0.428,0.2,0.5,0.250169
0.132,0.4,0.3333,0.09969
0.284,0.2,0.6667,0.161964
